Island,Date,Tree,Number,Weight_mg,Length_mm,Order,Family,Genus,Species
Lost,8/24/10,PG,105,9.01,8,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
WHIP,9/9/10,PG,1168,9.13,9.3,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Sand,9/1/10,PG,605,9.29,9.3,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
NF,8/27/10,PG,267,9.29,9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Home,9/10/10,PG,771,9.33,8.4,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Bird,8/28/10,TA,291,9.46,7,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
P.mouth,8/26/10,PG,296,9.54,7.9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Quail,9/12/10,TA,1304,9.81,8.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Home,8/23/10,PG,55,9.84,9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
NF,8/27/10,PG,249,9.86,10,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Leslie,8/30/10,PG,446,9.97,7.6,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Sand,8/24/10,PG,164,9.98,9.7,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
SF,8/25/10,PG,170,10.05,8.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Dudley,9/1/10,PG,974,10.1,9.1,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Dudley,9/1/10,PG,980,10.23,10,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
SF,8/25/10,PG,169,10.36,8.7,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Sand,8/24/10,PG,157,10.36,9.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Home,9/10/10,PG,773,10.51,9.6,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Quail,8/26/10,PG,173,10.6,9.1,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Eastern,8/30/10,PG,462,10.65,8.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Quail,8/26/10,PG,200,10.7,12.3,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Kaula,8/31/10,TA,608,10.75,10.3,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Leslie,8/30/10,PG,453,11.66,9.1,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
NF,8/27/10,PG,248,11.74,10.1,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Sand,8/24/10,PG,156,12.22,9.3,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Lost,8/24/10,PG,66,12.38,8.7,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Eastern,8/30/10,PG,501,12.49,8.7,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Frigate,9/9/10,TA,1182,13.05,8.9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Dudley,9/1/10,PG,979,13.27,9.4,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
P.mouth,9/9/10,PG,1181,13.45,10,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Quail,8/26/10,TA,254,13.79,8.4,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Sand,9/1/10,PG,606,13.92,9.7,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Eastern,8/30/10,PS,460,13.95,11.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Engineer,8/30/10,PG,496,14.15,13.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Ainsley,9/4/10,TA,1074,14.16,9.3,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Home,8/23/10,PG,2,14.82,10.6,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Lost,9/8/10,PG,1188,15.09,10.8,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Eastern,8/30/10,PG,516,15.61,8.9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
P.mouth,8/26/10,PG,297,15.66,10.4,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Home,8/23/10,PG,65,15.67,9.4,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Home,9/10/10,PG,770,15.74,11,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Home,9/10/10,PG,772,16.13,9.9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
NF,8/27/10,PG,252/282,16.27,12,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Holei,9/1/10,PG,626,16.63,12.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Dudley,9/1/10,PG,976,16.68,10.9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Frigate,9/9/10,TA,1175,16.89,9.8,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Frigate,8/28/10,PG,308,17,12.1,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Dudley,9/1/10,PG,977,17.51,11.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Home,8/23/10,PG,99,17.51,9.6,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Quail,8/26/10,PG,183,17.61,9.8,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Quail,8/26/10,PG,187,18.19,10.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
NSC,9/1/10,PG,681,18.66,10.1,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Papala,8/30/10,TA,511,18.83,10.9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Leslie,8/27/10,scae,253,19.36,10.8,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Frigate,8/26/10,PG,178,20.39,10.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Aviation,9/19/10,TA,1503,20.98,11,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
NSC,9/4/10,TA,1073,21.36,11,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
NF,8/27/10,PG,265,21.47,11.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
NF,8/27/10,PG,247,22.01,12.4,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Papala,8/30/10,PS,381,22.03,10.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
P.mouth,9/9/10,PG,1173,22.36,12.3,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Sand,8/24/10,PS,147,22.41,9.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Holei,9/1/10,PG,627,22.68,11.7,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Sand,8/24/10,PG,161,22.78,12.1,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Lost,9/8/10,PG,1184,23.09,11,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Paradise,9/10/10,PG,767,23.48,13.6,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Papala,9/15/10,PG,1417,23.79,11.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Leslie,8/30/10,PG,452,24.1,12.9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
P.mouth,8/26/10,PG,300,25.14,12.4,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Quail,8/26/10,TA,255,25.57,16.1,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Leslie,8/30/10,PG,450,26.18,11,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Papala,8/30/10,TA,379,27.01,10.8,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Frigate,9/9/10,TA,1190,27.04,11.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
WHIP,9/9/10,TA,1203,27.7,10.9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Leslie,8/30/10,PG,447,27.89,13.1,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
SF,9/13/10,PG,1335,28.88,13.3,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
SF,9/13/10,PG,1337,29.26,14,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
NSC,9/4/10,TA,1080,30.61,12.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Holei,9/1/10,PG,991,31.07,12.4,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Holei,9/1/10,TA,989,31.59,14.4,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Quail,8/26/10,PG,185,31.63,13.8,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Leslie,9/4/10,TA,1075,31.71,13.6,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Quail,8/26/10,PG,186,32.24,13.6,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Papala,9/9/10,PG,1193,32.99,11.3,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
SF,9/13/10,PG,1336,33.29,14,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
WHIP,8/26/10,TA,350,33.8,13.4,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Bird,8/28/10,TA,288,34.13,12.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
NSC,9/4/10,TA,1076,34.28,12.3,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
NSC,9/4/10,TA,1077,34.65,14.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Castor,9/11/10,TA,776,34.93,12.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Leslie,8/30/10,TA,398,35.06,12.9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Bird,8/28/10,TA,293,35.94,12.1,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Bird,8/28/10,TA,289,36.96,13.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Lost,8/23/10,PG,69,37.74,10.9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Leslie,8/30/10,PG,454,37.76,12.9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Dudley,9/1/10,PG,975,37.98,12.9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Holei,9/1/10,PG,676,37.99,12.6,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Eastern,8/30/10,TA,513,39.2,11.7,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Holei,9/1/10,PG,675,39.2,14.4,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
NF,8/27/10,PS,258,39.88,12.4,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
NSC,9/1/10,PG,679,40,13.3,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
P.mouth,8/26/10,PG,298,40.33,13.3,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Holei,9/1/10,PG,649,41.16,13.6,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Holei,9/1/10,PG,987,41.21,14.4,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Leslie,8/23/10,PS,86,41.33,12.9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Quail,9/12/10,TA,1302,42.03,17.3,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Quail,8/26/10,PG,182,42.59,13.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Papala,9/15/10,PG,1415,42.87,14.1,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Fern,8/30/10,TA,404,43.65,15.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Holei,9/1/10,PG,673,44.03,14,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Papala,9/15/10,PG,1415,45.78,14.6,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Bird,8/28/10,TA,286,46.02,13.3,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Frigate,9/9/10,TA,1161,46.25,15,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Bird,8/28/10,TA,287,46.53,13.8,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Bird,8/28/10,TA,292,47.92,13.6,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Paradise,9/10/10,TA,775,48.01,15,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Frigate,9/9/10,TA,779,50.36,14.4,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Eastern,8/30/10,TA,458,51.03,14.4,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Bird,8/28/10,TA,285,51.24,13.9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Holei,9/1/10,PG,672,51.57,15.8,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Papala,9/15/10,PG,1416,51.69,14,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Kaula,9/6/10,TA,1108,52.36,13.1,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Aviation,9/19/10,TA,1502,52.39,13.9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Holei,9/1/10,PG,648,53.09,15.3,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
P.mouth,9/9/10,PG,1154,53.13,15.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Eastern,8/30/10,PG,463,54.9,13,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
WHIP,9/9/10,TA,1163,55.23,15.1,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
WHIP,8/26/10,TA,202,55.29,14.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Ainsley,9/4/10,TA,1072,55.42,15.6,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Paradise,9/6/10,TA,1109,56.81,15.3,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Quail,8/26/10,PG,201,58.4,14.7,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
P.mouth,9/9/10,PG,1153,61.88,16.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Sand,9/1/10,PG,604,62.62,15.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Bird,8/28/10,TA,283,62.74,15.4,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Eastern,8/30/10,TA,512,64.22,17.1,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Quail,8/26/10,TA,179,64.89,14.6,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Aviation,8/26/10,TA,209,65.19,16.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Paradise,9/10/10,TA,768,65.46,17.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Aviation,9/19/10,TA,1507,66.6,15.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Bird,8/28/10,TA,284,67.48,16.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Holei,9/1/10,PG,670,69.32,15.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Frigate,9/9/10,TA,1162,69.47,16.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
WHIP,8/26/10,TA,348,73.82,17.4,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Quail,9/12/10,TA,1300,76.98,16.1,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Quail,9/12/10,TA,799,77.13,17.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Paradise,8/28/10,PG,346,78.3,16.5,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
P.mouth,9/9/10,TA,1179,78.79,14.7,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Quail,8/26/10,TA,180,79.44,16,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Kaula,8/31/10,TA,619,80.18,17.6,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Frigate,9/9/10,TA,1174,80.5,17.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Fern,8/30/10,TA,403,81.02,23.9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Aviation,9/19/10,TA,1500,81.1,17.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Quail,9/12/10,TA,1301,82.28,16.6,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Bird,8/28/10,TA,290,82.37,17.2,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Eastern,8/30/10,TA,457,84.43,16.9,Orthoptera,Tettigonidae,Phisis,Phisis holdhausi
Eastern,2012,,,4.956,5.8,Araneae,Scytodidae,Scytodes,Scytodes longipes
Whippoorwill,2012,,,0.172,1.5,Araneae,Scytodidae,Scytodes,Scytodes longipes
Whippoorwill,2012,,,28.033,10,Araneae,Scytodidae,Scytodes,Scytodes longipes
Whippoorwill,2012,,,2.773,4.4,Araneae,Scytodidae,Scytodes,Scytodes longipes
Whippoorwill,2012,,,12.182,8.3,Araneae,Scytodidae,Scytodes,Scytodes longipes
Eastern,2012,,,20.204,9.2,Araneae,Scytodidae,Scytodes,Scytodes longipes
Eastern,2012,,,0.264,,Araneae,Scytodidae,Scytodes,Scytodes longipes
Kaula,2012,,,0.202,1.9,Araneae,Scytodidae,Scytodes,Scytodes longipes
Kaula,2012,,,0.205,2.1,Araneae,Scytodidae,Scytodes,Scytodes longipes
Kaula,2012,,,,2,Araneae,Scytodidae,Scytodes,Scytodes longipes
Kaula,2012,,,,2,Araneae,Scytodidae,Scytodes,Scytodes longipes
Kaula,2012,,,,2,Araneae,Scytodidae,Scytodes,Scytodes longipes
Kaula,2012,,,,2,Araneae,Scytodidae,Scytodes,Scytodes longipes
Kaula,2012,,,,2,Araneae,Scytodidae,Scytodes,Scytodes longipes
Kaula,2012,,,,2,Araneae,Scytodidae,Scytodes,Scytodes longipes
Paradise,2012,,,4.448,6.5,Araneae,Scytodidae,Scytodes,Scytodes longipes
Paradise,2012,,,0.231,2.5,Araneae,Scytodidae,Scytodes,Scytodes longipes
Paradise,2012,,,11.393,8.3,Araneae,Scytodidae,Scytodes,Scytodes longipes
Whippoorwill,2012,,,19.319,11.5,Araneae,Scytodidae,Scytodes,Scytodes longipes
Whippoorwill,2012,,,29.754,10.7,Araneae,Scytodidae,Scytodes,Scytodes longipes
Whippoorwill,2012,,,21.165,10.4,Araneae,Scytodidae,Scytodes,Scytodes longipes
Whippoorwill,2012,,,,10,Araneae,Scytodidae,Scytodes,Scytodes longipes
Whippoorwill,2012,,,,10,Araneae,Scytodidae,Scytodes,Scytodes longipes
Whippoorwill,2012,,,0.256,2,Araneae,Scytodidae,Scytodes,Scytodes longipes
Whippoorwill,2012,,,,2,Araneae,Scytodidae,Scytodes,Scytodes longipes
Whippoorwill,2012,,,23.289,10.5,Araneae,Scytodidae,Scytodes,Scytodes longipes
Sand,2012,,,6.579,5.2,Araneae,Scytodidae,Scytodes,Scytodes longipes